Дата создания документа	Идентификатор накладной	№ вагона	№ накладной	Состояние накладной	Дата приемосд. (все док-ты)	Дата прибытия	Дата раскр. (все док-ты)	Папка	Номер заявки	Идентификатор заявки	Код ТГНЛ Грузоотправителя	ОКПО Грузоотправителя	Наименование Грузоотправителя	Код ТГНЛ Грузополучателя	ОКПО Грузополучателя	Наименование Грузополучателя	Наим. станции отправления	Код станции отправления	Код плательщика на ст. отпр.	Код станции назначения	ОКПО порта назначения	Код груза ЕТ СНГ	Масса груза погруженая (кг)	Код типа собств. вагона	ОКПО организации собственника	Наим. организации собственника	Сумма сбора	Сумма налога	Количество вагонов	Срок доставки	Дата приемосд. (действующие до	Код плательщика на ст. назн.	Итого сумма по прибытию	Итого НДС по прибытию
30.07.2012 13:26:18	282658916	54467584	00547785	Работа с документом окончена	30.07.2012 1:00:20	05.08.2012 8:03:00	05.08.2012 16:00:28	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.08.2012	30.07.2012 1:00:20	1000587151	24274	4369,32
30.07.2012 13:29:23	282659413	54861497	00547786	Работа с документом окончена	30.07.2012 1:00:25	05.08.2012 8:03:00	05.08.2012 15:58:19	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	12.08.2012	30.07.2012 1:00:25	1000587151	20951	3771,18
30.07.2012 13:24:16	282658630	54438304	00547787	Работа с документом окончена	30.07.2012 1:00:18	05.08.2012 8:03:00	05.08.2012 15:56:35	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.08.2012	30.07.2012 1:00:18	1000587151	24274	4369,32
30.07.2012 13:22:31	282658383	54495577	00547788	Работа с документом окончена	30.07.2012 1:00:34	05.08.2012 8:03:00	05.08.2012 15:54:12	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.08.2012	30.07.2012 1:00:34	1000587151	24274	4369,32
30.07.2012 13:20:39	282658089	54456165	00547789	Работа с документом окончена	30.07.2012 1:00:41	05.08.2012 8:03:00	05.08.2012 15:46:59	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	12.08.2012	30.07.2012 1:00:41	1000587151	24274	4369,32
13.08.2012 0:53:13	284029111	54452560	00547790	Работа с документом окончена	12.08.2012 1:00:00	18.08.2012 3:50:00	18.08.2012 9:53:03	Прибытие			9999		ТЭКСИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	26.08.2012	12.08.2012 1:00:00	1000587151	24274	4369,32
06.08.2012 6:27:30	283331408	54371851	00547791	Работа с документом окончена	06.08.2012 1:00:31	12.08.2012 3:27:00	12.08.2012 5:55:42	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	19.08.2012	06.08.2012 1:00:31	1000587151	20951	3771,18
06.08.2012 6:25:31	283331300	54489521	00547793	Работа с документом окончена	06.08.2012 1:00:32	12.08.2012 3:27:00	12.08.2012 5:51:37	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:32	1000587151	24274	4369,32
06.08.2012 7:39:48	283336105	54379060	00547794	Работа с документом окончена	06.08.2012 1:00:49	12.08.2012 3:27:00	12.08.2012 4:52:13	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	19.08.2012	06.08.2012 1:00:49	1000587151	20951	3771,18
06.08.2012 7:47:32	283336637	54465414	00547795	Работа с документом окончена	06.08.2012 1:00:33	12.08.2012 3:27:00	12.08.2012 4:54:06	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:33	1000587151	24274	4369,32
06.08.2012 7:54:31	283337168	54491436	00547798	Работа с документом окончена	06.08.2012 1:00:32	12.08.2012 3:27:00	12.08.2012 4:57:59	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:32	1000587151	24274	4369,32
06.08.2012 7:42:36	283336307	54441704	00547799	Работа с документом окончена	06.08.2012 1:00:37	12.08.2012 3:27:00	12.08.2012 4:50:06	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:37	1000587151	24274	4369,32
06.08.2012 7:51:03	283336892	54470075	00547801	Работа с документом окончена	06.08.2012 1:00:04	12.08.2012 3:27:00	12.08.2012 4:56:01	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:04	1000587151	24274	4369,32
05.08.2012 13:17:59	283291630	54437421	00547802	Работа с документом окончена	05.08.2012 1:00:00	13.08.2012 3:31:00	13.08.2012 5:59:46	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	18.08.2012	05.08.2012 1:00:00	1000587151	24274	4369,32
05.08.2012 13:15:22	283291502	54473277	00547804	Работа с документом окончена	05.08.2012 1:00:00	13.08.2012 3:31:00	13.08.2012 5:57:10	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	18.08.2012	05.08.2012 1:00:00	1000587151	24274	4369,32
12.08.2012 7:13:52	283979737	54491147	00547805	Работа с документом окончена	12.08.2012 1:00:54	18.08.2012 22:12:00	19.08.2012 9:25:37	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	25.08.2012	12.08.2012 1:00:54	1000587151	24274	4369,32
05.08.2012 13:10:19	283291248	54371794	00547812	Работа с документом окончена	05.08.2012 1:00:00	13.08.2012 3:31:00	13.08.2012 5:53:15	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	18.08.2012	05.08.2012 1:00:00	1000587151	20951	3771,18
05.08.2012 13:12:11	283291329	54485040	00547814	Работа с документом окончена	05.08.2012 1:00:00	20.08.2012 8:06:00	20.08.2012 12:08:43	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	18.08.2012	05.08.2012 1:00:00	1000587151	24274	4369,32
06.08.2012 6:15:22	283330787	54465547	00547817	Работа с документом окончена	06.08.2012 1:00:23	12.08.2012 3:27:00	12.08.2012 5:02:12	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:23	1000587151	24274	4369,32
06.08.2012 6:28:34	283331488	54436183	00547818	Работа с документом окончена	06.08.2012 1:00:35	12.08.2012 3:27:00	12.08.2012 5:04:16	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:35	1000587151	24274	4369,32
06.08.2012 6:24:22	283331232	54476114	00547819	Работа с документом окончена	06.08.2012 1:00:23	12.08.2012 3:27:00	12.08.2012 5:06:47	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:23	1000587151	24274	4369,32
07.08.2012 16:55:11	283528369	54371992	00547820	Работа с документом окончена	07.08.2012 1:00:12	15.08.2012 8:13:00	15.08.2012 13:05:51	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	20.08.2012	07.08.2012 1:00:12	1000587151	20951	3771,18
04.08.2012 0:46:43	283189928	54370754	00547821	Работа с документом окончена	03.08.2012 1:00:45	10.08.2012 7:52:00	10.08.2012 13:19:26	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	17.08.2012	03.08.2012 1:00:45	1000587151	20951	3771,18
04.08.2012 0:49:08	283189992	54495809	00547822	Работа с документом окончена	03.08.2012 1:00:10	10.08.2012 7:52:00	10.08.2012 13:22:48	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	17.08.2012	03.08.2012 1:00:10	1000587151	24274	4369,32
04.08.2012 0:43:01	283189757	54448923	00547823	Работа с документом окончена	03.08.2012 1:00:03	10.08.2012 7:52:00	10.08.2012 13:30:01	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	17.08.2012	03.08.2012 1:00:03	1000587151	24274	4369,32
04.08.2012 0:51:39	283190066	54492988	00547824	Работа с документом окончена	03.08.2012 1:00:40	10.08.2012 7:52:00	10.08.2012 13:26:08	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	17.08.2012	03.08.2012 1:00:40	1000587151	24274	4369,32
07.08.2012 16:53:33	283528166	54456769	00547834	Работа с документом окончена	07.08.2012 1:00:34	13.08.2012 3:31:00	13.08.2012 6:23:31	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	20.08.2012	07.08.2012 1:00:34	1000587151	24274	4369,32
07.08.2012 16:50:31	283527764	54462601	00547835	Работа с документом окончена	07.08.2012 1:00:32	13.08.2012 3:31:00	13.08.2012 6:26:03	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	20.08.2012	07.08.2012 1:00:32	1000587151	24274	4369,32
07.08.2012 17:05:22	283529584	54436878	00547836	Работа с документом окончена	07.08.2012 1:00:23	13.08.2012 3:31:00	13.08.2012 6:28:42	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	20.08.2012	07.08.2012 1:00:23	1000587151	24274	4369,32
06.08.2012 6:21:33	283331116	54464672	00547837	Работа с документом окончена	06.08.2012 1:00:34	12.08.2012 3:27:00	12.08.2012 5:19:02	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:34	1000587151	24274	4369,32
06.08.2012 6:20:04	283331035	54459607	00547838	Работа с документом окончена	06.08.2012 1:00:05	12.08.2012 3:27:00	12.08.2012 5:23:18	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:05	1000587151	24274	4369,32
07.08.2012 17:07:03	283529785	54456173	00547839	Работа с документом окончена	07.08.2012 1:00:04	15.08.2012 8:13:00	15.08.2012 13:03:19	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	20.08.2012	07.08.2012 1:00:04	1000587151	24274	4369,32
06.08.2012 6:17:41	283330893	54477153	00547840	Работа с документом окончена	06.08.2012 1:00:42	12.08.2012 3:27:00	12.08.2012 5:25:56	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:42	1000587151	24274	4369,32
06.08.2012 6:23:13	283331181	54430871	00547841	Работа с документом окончена	06.08.2012 1:00:14	12.08.2012 3:27:00	12.08.2012 5:16:38	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	19.08.2012	06.08.2012 1:00:14	1000587151	24274	4369,32
05.08.2012 8:24:52	283272742	54436209	00547844	Работа с документом окончена	05.08.2012 1:00:54	12.08.2012 3:27:00	12.08.2012 4:59:53	Прибытие			9999		ЦЗИНЬ СЯН ЮАНЬ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	18.08.2012	05.08.2012 1:00:54	1000587151	24274	4369,32
13.08.2012 0:55:52	284029185	54440615	00547846	Работа с документом окончена	12.08.2012 1:00:53	18.08.2012 3:50:00	18.08.2012 9:55:08	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	26.08.2012	12.08.2012 1:00:53	1000587151	24274	4369,32
12.08.2012 7:16:46	283979864	54468970	00547847	Работа с документом окончена	12.08.2012 1:00:48	18.08.2012 22:12:00	19.08.2012 9:22:50	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	25.08.2012	12.08.2012 1:00:48	1000587151	24274	4369,32
11.08.2012 1:46:47	283897902	54443866	00547848	Работа с документом окончена	11.08.2012 1:00:48	18.08.2012 22:12:00	19.08.2012 5:59:11	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	24.08.2012	11.08.2012 1:00:48	1000587151	24274	4369,32
11.08.2012 7:34:52	283911457	54371406	00547849	Работа с документом окончена	11.08.2012 1:00:53	18.08.2012 22:12:00	19.08.2012 5:56:33	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	24.08.2012	11.08.2012 1:00:53	1000587151	20951	3771,18
11.08.2012 7:31:32	283911285	54474556	00547850	Работа с документом окончена	11.08.2012 1:00:33	18.08.2012 22:12:00	19.08.2012 5:53:50	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	24.08.2012	11.08.2012 1:00:33	1000587151	24274	4369,32
11.08.2012 7:29:22	283911147	54861323	00547851	Работа с документом окончена	11.08.2012 1:00:23	18.08.2012 22:12:00	19.08.2012 5:50:03	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	24.08.2012	11.08.2012 1:00:23	1000587151	20951	3771,18
11.08.2012 7:37:58	283911585	54460241	00547852	Работа с документом окончена	11.08.2012 1:00:59	18.08.2012 3:50:00	18.08.2012 9:50:55	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	24.08.2012	11.08.2012 1:00:59	1000587151	24274	4369,32
11.08.2012 7:40:48	283911682	54441969	00547853	Работа с документом окончена	11.08.2012 1:00:49	20.08.2012 8:06:00	20.08.2012 12:06:12	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	24.08.2012	11.08.2012 1:00:49	1000587151	24274	4369,32
10.08.2012 5:01:49	283787459	54459433	00547855	Работа с документом окончена	10.08.2012 1:00:50	16.08.2012 7:52:00	16.08.2012 13:27:07	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	23.08.2012	10.08.2012 1:00:50	1000587151	24274	4369,32
10.08.2012 4:58:58	283786728	54486204	00547856	Работа с документом окончена	10.08.2012 1:00:59	16.08.2012 7:52:00	16.08.2012 13:31:25	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	23.08.2012	10.08.2012 1:00:59	1000587151	24274	4369,32
09.08.2012 15:24:41	283742691	54377338	00547857	Работа с документом окончена	09.08.2012 1:00:42	15.08.2012 8:13:00	15.08.2012 13:08:18	Прибытие			9999		ХАО МИН	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	22.08.2012	09.08.2012 1:00:42	1000587151	20951	3771,18
09.08.2012 15:18:20	283741903	54455506	00547858	Работа с документом окончена	09.08.2012 1:00:21	15.08.2012 8:13:00	15.08.2012 13:13:04	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	22.08.2012	09.08.2012 1:00:21	1000587151	24274	4369,32
09.08.2012 15:21:45	283742289	54452164	00547859	Работа с документом окончена	09.08.2012 1:00:47	15.08.2012 8:13:00	15.08.2012 13:10:33	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	22.08.2012	09.08.2012 1:00:47	1000587151	24274	4369,32
19.08.2012 5:40:30	284693331	54441027	00547878	Работа с документом окончена	19.08.2012 1:00:34	24.08.2012 7:54:00	24.08.2012 14:03:14	Прибытие			9999		СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	01.09.2012	19.08.2012 1:00:34	1000587151	24274	4369,32
18.08.2012 3:10:56	284615536	54459037	00547879	Работа с документом окончена	18.08.2012 1:00:57	24.08.2012 7:54:00	24.08.2012 14:09:43	Прибытие			9999		ЦЗИ ЮАНЬ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	31.08.2012	18.08.2012 1:00:57	1000587151	24274	4369,32
16.08.2012 6:29:21	284390414	54453006	00547880	Работа с документом окончена	16.08.2012 1:00:22	22.08.2012 22:20:00	23.08.2012 5:59:27	Прибытие			9999		МАНЖУРСКАЯ ТОРГ.ЭКОНОМ. КОМПАНИЯ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	29.08.2012	16.08.2012 1:00:22	1000587151	24274	4369,32
18.08.2012 3:08:07	284615455	54471008	00547881	Работа с документом окончена	18.08.2012 1:00:08	24.08.2012 7:54:00	24.08.2012 14:12:09	Прибытие			9999		ЦЗИ ЮАНЬ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	31.08.2012	18.08.2012 1:00:08	1000587151	24274	4369,32
18.08.2012 3:09:35	284615496	54371323	00547882	Работа с документом окончена	18.08.2012 1:00:36	24.08.2012 7:54:00	24.08.2012 14:15:23	Прибытие			9999		ЦЗИ ЮАНЬ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	31.08.2012	18.08.2012 1:00:36	1000587151	20951	3771,18
18.08.2012 3:12:52	284615584	54432968	00547883	Работа с документом окончена	18.08.2012 1:00:53	24.08.2012 7:54:00	24.08.2012 14:18:04	Прибытие			9999		ЦЗИ ЮАНЬ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	24274	4369,32	1	31.08.2012	18.08.2012 1:00:53	1000587151	24274	4369,32
16.08.2012 8:10:30	284397996	54378096	00547884	Работа с документом окончена	16.08.2012 1:00:31	26.08.2012 22:14:00	27.08.2012 5:42:09	Прибытие			9999		ТЭК СИНЬ ЮЭЙ	4048	58789423	ООО,,ТрансЦентр,,	ЗАБАЙКАЛЬСК (ЭКСП.КЖД)	947005		895101		421034	0	1	93294342	ООО "ТрансЛес"	20951	3771,18	1	29.08.2012	16.08.2012 1:00:31	1000587151	20951	3771,18
